UUID,Downloads,References,Comments,Funding Support,Protocol Name,Series Description,System Vendor,System Model,System Field Strength,Receiver Bandwidth,Number of Channels,Coil Name,Institution Name,Matrix Size,Field Of View,Number of Averages,Number of Slices,Number of Phases,Number of Repetition,Number of Contrasts,Trajectory,Parallel Imaging Factor,Repetition Time,Echo Time,Inversion Time,Flip Angle,Sequence Type,Echo Spacing,Upload Date
6b05c23b-a69d-44b9-a176-a0e3181fad57,493,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,41,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:44 a.m."
7d1e0fb6-0a43-4548-980c-4f0cdb20c367,417,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,42,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:43 a.m."
80c558dc-908f-4c64-84b0-e8e16da214c0,454,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:42 a.m."
3dafaac6-e40a-45c3-a285-c88944e72dab,473,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:40 a.m."
fa9b7430-a024-4332-9913-9c56a0d941bf,471,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:39 a.m."
a0de6aae-7096-4cc7-bbb4-a4e4d159f680,445,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:38 a.m."
9d3c581f-0b10-446f-88ef-1b3014e400d6,435,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:38 a.m."
cd255c11-ff09-4dd1-96e1-b7c5ed06f29c,456,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:37 a.m."
9270505a-8d77-4e43-ac43-0d9910b81510,458,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,41,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:36 a.m."
78d1ca02-a565-472d-bdc0-76450ade8cdf,452,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:35 a.m."
e1be2ec9-1934-463a-bc92-cfcb5b00031a,460,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,2750 ms,27 ms,100 ms,180 °,TurboSpinEcho,8.85 ms,"Aug. 7, 2018, 6:35 a.m."
edb3e7ff-463c-433e-94cf-700ed004365e,419,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,44,1,1,1,cartesian,1.0 x 1.0,3480 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:45 p.m."
721b2fa6-2500-4b24-be9f-312d9627119e,424,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:44 p.m."
9d4b66ea-e3db-4ea8-b3a8-1e6c2642e6d9,413,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,37,1,1,1,cartesian,1.0 x 1.0,2930 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:43 p.m."
c01e98cd-e697-417e-ba10-ee6ed44cd1fa,430,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,37,1,1,1,cartesian,1.0 x 1.0,2930 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:40 p.m."
0e4365a8-a975-437a-95f4-35bcde5da5f1,423,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,3010 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:38 p.m."
3578cd98-650c-4489-884e-7e162202b961,437,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,34,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:37 p.m."
3b9624fd-87dc-4b52-a348-65b883797c13,396,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,37,1,1,1,cartesian,1.0 x 1.0,2930 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:36 p.m."
9a4547c6-ff93-480b-a6e7-ed7300e1af60,391,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,35,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:33 p.m."
cb6b0a02-7a18-4676-884d-7668e609e351,415,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,3010 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:30 p.m."
e12bd02b-6456-4d31-8b01-c3b7843da0a6,410,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:28 p.m."
405a8fee-8aa7-495a-bbff-f202deae1d49,375,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,3170 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:27 p.m."
d12107c4-5509-40b5-b02b-724efcf698e8,409,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:24 p.m."
e457ccd3-a275-4117-8710-ff110cf1ccd7,391,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:22 p.m."
bce10a38-b1a6-4478-b359-3b4060dbf5e7,413,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,3010 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:20 p.m."
6c10376d-2825-4275-9d37-7cbac95b73d1,393,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,41,1,1,1,cartesian,1.0 x 1.0,3250 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:18 p.m."
a5d10e70-627b-4a4c-943b-0639fd2cee8d,385,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,39,1,1,1,cartesian,1.0 x 1.0,3170 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:16 p.m."
9616b2e4-81fc-4bd5-bee0-e3aac05cd0a5,383,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,33,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:14 p.m."
4ed55066-656a-46aa-af95-81667b4f565b,381,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,36,1,1,1,cartesian,1.0 x 1.0,2870 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:12 p.m."
be92c2de-4b73-4f07-a081-73973bf5d037,385,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,38,1,1,1,cartesian,1.0 x 1.0,3010 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:10 p.m."
812594f8-1bbb-4855-8de8-9b24beb68dcc,427,"Hammernik K, Klatzer T, Kobler E, Recht M, Sodickson D, Pock T, Knoll F. Learning a Variational Network for Reconstruction of Accelerated MRI Data. Magnetic Resonance in Medicine 79: 3055–3071 (2018)",This is part of the training and test data that was used for our 2017 MRM manuscript on learning a variational network to reconstruct accelerated MR data. The data accompanies the code repository at: https://github.com/VLOGroup/mri-variationalnetwork.,NIH P41 EB017183,COR,COR,SIEMENS,Skyra,2.89362 T,0.793,15,TxRx_15Ch_Knee:1:K5,HJD,640 x 368 x 1,280 mm x 161.4 mm x 4.5 mm,1,40,1,1,1,cartesian,1.0 x 1.0,3170 ms,33 ms,100 ms,180 °,TurboSpinEcho,10.96 ms,"Aug. 6, 2018, 12:08 p.m."
